,日期,最高温度,最低温度,天气,风向,风力,aqi,aqiinfo,aqilevel,city
2018-01-29,2018-01-29,-16℃,-24℃,晴,西风,3-4级,39,优,1,双鸭山
2018-01-30,2018-01-30,-14℃,-24℃,晴,西风,1-2级,70,良,2,双鸭山
2018-01-31,2018-01-31,-14℃,-23℃,晴,西风,1-2级,63,良,2,双鸭山
2018-01-19,2018-01-19,-13,-21,,,,,,,
2018-01-22,2018-01-22,,,,,,,,,
2018-01-01,2018-01-01,-12℃,-23℃,多云,西风,3-4级,277,重度污染,5,哈尔滨
2018-01-02,2018-01-02,-12℃,-23℃,多云,西北风,3-4级,168,中度污染,4,哈尔滨
2018-01-03,2018-01-03,-12℃,-20℃,多云,西南风,3-4级,68,良,2,哈尔滨
2018-01-04,2018-01-04,-10℃,-20℃,晴,西风,3-4级,118,轻度污染,3,哈尔滨
2018-01-05,2018-01-05,-10℃,-21℃,多云~晴,西北风,3-4级,111,轻度污染,3,哈尔滨
2018-01-06,2018-01-06,-9℃,-19℃,晴,西南风,1-2级,106,轻度污染,3,哈尔滨
2018-01-07,2018-01-07,-6℃,-15℃,多云~阵雪,西南风,1-2级,116,轻度污染,3,哈尔滨
2018-01-08,2018-01-08,-9℃,-19℃,小雪,东北风,4-5级,143,轻度污染,3,哈尔滨
2018-01-09,2018-01-09,-16℃,-24℃,阵雪~多云,北风,4-5级,44,优,1,哈尔滨
2018-01-10,2018-01-10,-18℃,-28℃,多云,西北风,3-4级,40,优,1,哈尔滨
2018-01-11,2018-01-11,-19℃,-30℃,多云,西北风,1-2级,67,良,2,哈尔滨
2018-01-12,2018-01-12,-16℃,-29℃,多云,西南风,1-2级,91,良,2,哈尔滨
2018-01-13,2018-01-13,-14℃,-23℃,多云,西南风,3-4级,173,中度污染,4,哈尔滨
2018-01-14,2018-01-14,-4℃,-19℃,小雪,南风,3-4级,89,良,2,哈尔滨
2018-01-15,2018-01-15,-12℃,-19℃,多云,西风,3-4级,169,中度污染,4,哈尔滨
2018-01-16,2018-01-16,-10℃,-21℃,阵雪~多云,东南风,1-2级,156,中度污染,4,哈尔滨
2018-01-17,2018-01-17,-8℃,-21℃,阵雪,西南风,3-4级,169,中度污染,4,哈尔滨
2018-01-18,2018-01-18,-12℃,-21℃,晴,西南风,3-4级,110,轻度污染,3,哈尔滨
2018-01-19,2018-01-19,-9℃,-25℃,多云~晴,东南风,3-4级,102,轻度污染,3,哈尔滨
2018-01-20,2018-01-20,-17℃,-30℃,晴,西风,3-4级,52,良,2,哈尔滨
2018-01-21,2018-01-21,-19℃,-31℃,晴,西风,3-4级,68,良,2,哈尔滨
2018-01-22,2018-01-22,-21℃,-32℃,晴,西风,3-4级,81,良,2,哈尔滨
2018-01-23,2018-01-23,-24℃,-35℃,多云,西风,3-4级,99,良,2,哈尔滨
2018-01-24,2018-01-24,-24℃,-35℃,晴,西北风,3-4级,96,良,2,哈尔滨
2018-01-25,2018-01-25,-22℃,-32℃,晴,西北风,1-2级,88,良,2,哈尔滨
2018-01-26,2018-01-26,-20℃,-30℃,多云~晴,西风,3-4级,60,良,2,哈尔滨
2018-01-27,2018-01-27,-18℃,-28℃,多云~晴,西风,3-4级,90,良,2,哈尔滨
2018-01-28,2018-01-28,-19℃,-28℃,多云~晴,西风,3-4级,59,良,2,哈尔滨
2018-01-29,2018-01-29,-16℃,-25℃,晴,西风,3-4级,72,良,2,哈尔滨
2018-01-30,2018-01-30,-16℃,-29℃,晴,西风,3-4级,83,良,2,哈尔滨
2018-01-31,2018-01-31,-13℃,-25℃,晴,西南风,3-4级,120,轻度污染,3,哈尔滨
2018-01-14,2018-01-14,-14,-25,,,,,,,
2018-01-23,2018-01-23,,,,,,,,,
2018-01-01,2018-01-01,-11℃,-15℃,小雪~阵雪,西风,3-4级,98,良,2,七台河
2018-01-02,2018-01-02,-12℃,-17℃,阵雪~多云,西风,3-4级,116,轻度污染,3,七台河
2018-01-03,2018-01-03,-11℃,-18℃,多云~晴,西风,3-4级,64,良,2,七台河
2018-01-04,2018-01-04,-10℃,-17℃,晴,西风,3-4级,56,良,2,七台河
2018-01-05,2018-01-05,-8℃,-17℃,多云,西风,3-4级,74,良,2,七台河
2018-01-06,2018-01-06,-9℃,-18℃,晴,西风,3-4级,61,良,2,七台河
2018-01-07,2018-01-07,-6℃,-14℃,晴~阵雪,西风,1-2级,59,良,2,七台河
2018-01-08,2018-01-08,-6℃,-15℃,小雪~中雪,西风,1-2级,102,轻度污染,3,七台河
2018-01-09,2018-01-09,-10℃,-21℃,小雪~阵雪,西风,3-4级,52,良,2,七台河
2018-01-10,2018-01-10,-18℃,-24℃,多云,西风,3-4级,45,优,1,七台河
2018-01-11,2018-01-11,-20℃,-26℃,多云,西风,3-4级,47,优,1,七台河
2018-01-12,2018-01-12,-17℃,-24℃,多云~晴,西风,3-4级,67,良,2,七台河
2018-01-13,2018-01-13,-14℃,-23℃,晴,西风,1-2级,96,良,2,七台河
2018-01-14,2018-01-14,-7℃,-16℃,阵雪~小雪,西风,3-4级,73,良,2,七台河
2018-01-15,2018-01-15,-7℃,-21℃,阵雪~多云,西风,3-4级,91,良,2,七台河
2018-01-16,2018-01-16,-10℃,-19℃,阵雪~多云,西风,3-4级,94,良,2,七台河
2018-01-17,2018-01-17,-8℃,-16℃,多云~阵雪,西风,3-4级,94,良,2,七台河
2018-01-18,2018-01-18,-10℃,-20℃,多云~晴,西风,3-4级,106,轻度污染,3,七台河
2018-01-19,2018-01-19,-4℃,-20℃,多云~晴,西风,4-5级,99,良,2,七台河
2018-01-20,2018-01-20,-14℃,-24℃,多云,西风,3-4级,86,良,2,七台河
2018-01-21,2018-01-21,-16℃,-27℃,晴,西风,3-4级,52,良,2,七台河
2018-01-22,2018-01-22,-17℃,-30℃,晴,西风,3-4级,55,良,2,七台河
2018-01-23,2018-01-23,-20℃,-29℃,晴,西风,3-4级,76,良,2,七台河
2018-01-24,2018-01-24,-22℃,-29℃,晴,西风,4-5级,69,良,2,七台河
2018-01-25,2018-01-25,-22℃,-28℃,多云,西风,3-4级,64,良,2,七台河
2018-01-26,2018-01-26,-19℃,-24℃,多云,西风,4-5级,54,良,2,七台河
2018-01-27,2018-01-27,-16℃,-23℃,多云,西风,4-5级,51,良,2,七台河
2018-01-28,2018-01-28,-17℃,-23℃,多云,西风,4-5级,57,良,2,七台河
2018-01-29,2018-01-29,-16℃,-24℃,多云,西风,3-4级,54,良,2,七台河
2018-01-30,2018-01-30,-14℃,-23℃,多云,西风,3-4级,75,良,2,七台河
2018-01-31,2018-01-31,-13℃,-26℃,多云,西风,3-4级,70,良,2,七台河
2018-01-19,2018-01-19,-13,-22,,,,,,,
2018-01-22,2018-01-22,,,,,,,,,
2018-01-01,2018-01-01,-10℃,-15℃,中雪~小雪,西北风,3-4级,63,良,2,鸡西
2018-01-02,2018-01-02,-11℃,-17℃,阵雪~多云,西北风,3-4级,80,良,2,鸡西
2018-01-03,2018-01-03,-10℃,-17℃,多云~晴,西北风,3-4级,39,优,1,鸡西
2018-01-04,2018-01-04,-9℃,-17℃,晴,西北风,3-4级,35,优,1,鸡西
2018-01-05,2018-01-05,-8℃,-16℃,多云,西北风,3-4级,52,良,2,鸡西
2018-01-06,2018-01-06,-8℃,-17℃,多云,西北风,3-4级,40,优,1,鸡西
2018-01-07,2018-01-07,-6℃,-12℃,多云,西风,3-4级,67,良,2,鸡西
2018-01-08,2018-01-08,-5℃,-14℃,小雪~中雪,东风,1-2级,127,轻度污染,3,鸡西
2018-01-09,2018-01-09,-11℃,-22℃,小雪~多云,西北风,4-5级,45,优,1,鸡西
2018-01-10,2018-01-10,-16℃,-25℃,多云,西北风,3-4级,26,优,1,鸡西
2018-01-11,2018-01-11,-18℃,-26℃,多云,西北风,3-4级,25,优,1,鸡西
2018-01-12,2018-01-12,-15℃,-23℃,晴,西风,3-4级,40,优,1,鸡西
2018-01-13,2018-01-13,-14℃,-23℃,晴~多云,西北风,3-4级,91,良,2,鸡西
2018-01-14,2018-01-14,-6℃,-14℃,小雪~阵雪,西南风,3-4级,206,重度污染,5,鸡西
2018-01-15,2018-01-15,-8℃,-17℃,多云,西风,4-5级,110,轻度污染,3,鸡西
2018-01-16,2018-01-16,-9℃,-16℃,多云,西风,3-4级,118,轻度污染,3,鸡西
2018-01-17,2018-01-17,-8℃,-14℃,多云~阵雪,西南风,3-4级,117,轻度污染,3,鸡西
2018-01-18,2018-01-18,-9℃,-19℃,多云,西风,3-4级,102,轻度污染,3,鸡西
2018-01-19,2018-01-19,-4℃,-18℃,晴~多云,西风,3-4级,146,轻度污染,3,鸡西
2018-01-20,2018-01-20,-14℃,-24℃,晴,西风,4-5级,87,良,2,鸡西
2018-01-21,2018-01-21,-15℃,-26℃,晴,西风,3-4级,31,优,1,鸡西
2018-01-22,2018-01-22,-16℃,-27℃,晴,西风,3-4级,57,良,2,鸡西
2018-01-23,2018-01-23,-17℃,-28℃,多云,西风,3-4级,54,良,2,鸡西
2018-01-24,2018-01-24,-21℃,-29℃,多云,西北风,3-4级,39,优,1,鸡西
2018-01-25,2018-01-25,-21℃,-27℃,多云,西北风,3-4级,25,优,1,鸡西
2018-01-26,2018-01-26,-19℃,-26℃,多云~晴,西北风,4-5级,25,优,1,鸡西
2018-01-27,2018-01-27,-15℃,-24℃,多云~晴,西风,4-5级,34,优,1,鸡西
2018-01-28,2018-01-28,-14℃,-24℃,多云,西风,3-4级,51,良,2,鸡西
2018-01-29,2018-01-29,-15℃,-23℃,多云,西北风,3-4级,33,优,1,鸡西
2018-01-30,2018-01-30,-13℃,-22℃,多云,西风,3-4级,40,优,1,鸡西
2018-01-31,2018-01-31,-12℃,-23℃,晴,西风,1-2级,51,良,2,鸡西
2018-01-19,2018-01-19,-12,-21,,,,,,,
2018-01-24,2018-01-24,,,,,,,,,
2018-01-01,2018-01-01,-8℃,-20℃,晴~多云,西风,3-4级,90,良,2,牡丹江
2018-01-02,2018-01-02,-10℃,-19℃,多云,西风,4-5级,61,良,2,牡丹江
2018-01-03,2018-01-03,-9℃,-20℃,多云~晴,西风,4-5级,49,优,1,牡丹江
2018-01-04,2018-01-04,-8℃,-18℃,晴,西风,4-5级,58,良,2,牡丹江
2018-01-05,2018-01-05,-7℃,-18℃,晴,西风,4-5级,65,良,2,牡丹江
2018-01-06,2018-01-06,-7℃,-18℃,多云~晴,西风,3-4级,61,良,2,牡丹江
2018-01-07,2018-01-07,-3℃,-16℃,多云,西南风,3-4级,113,轻度污染,3,牡丹江
2018-01-08,2018-01-08,-5℃,-15℃,小雪,西风,3-4级,123,轻度污染,3,牡丹江
2018-01-09,2018-01-09,-10℃,-20℃,阵雪~多云,东北风,3-4级,80,良,2,牡丹江
2018-01-10,2018-01-10,-16℃,-25℃,多云,西北风,4-5级,36,优,1,牡丹江
2018-01-11,2018-01-11,-18℃,-27℃,多云~晴,西北风,4-5级,43,优,1,牡丹江
2018-01-12,2018-01-12,-16℃,-26℃,晴,西风,3-4级,54,良,2,牡丹江
2018-01-13,2018-01-13,-12℃,-25℃,晴,西风,3-4级,92,良,2,牡丹江
2018-01-14,2018-01-14,-4℃,-17℃,多云~小雪,西南风,3-4级,134,轻度污染,3,牡丹江
2018-01-15,2018-01-15,-7℃,-16℃,多云,西南风,3-4级,69,良,2,牡丹江
2018-01-16,2018-01-16,-7℃,-20℃,小雪~多云,西南风,3-4级,113,轻度污染,3,牡丹江
2018-01-17,2018-01-17,-6℃,-19℃,多云~小雪,西南风,3-4级,155,中度污染,4,牡丹江
2018-01-18,2018-01-18,-7℃,-20℃,多云~晴,西风,4-5级,113,轻度污染,3,牡丹江
2018-01-19,2018-01-19,-4℃,-21℃,晴,西风,4-5级,97,良,2,牡丹江
2018-01-20,2018-01-20,-10℃,-24℃,晴,西风,4-5级,58,良,2,牡丹江
2018-01-21,2018-01-21,-14℃,-27℃,晴,西风,4-5级,42,优,1,牡丹江
2018-01-22,2018-01-22,-16℃,-30℃,晴,西风,3-4级,59,良,2,牡丹江
2018-01-23,2018-01-23,-18℃,-33℃,晴~多云,西风,3-4级,48,优,1,牡丹江
2018-01-24,2018-01-24,-20℃,-31℃,晴~多云,西北风,4-5级,44,优,1,牡丹江
2018-01-25,2018-01-25,-21℃,-29℃,晴~多云,西北风,4-5级,47,优,1,牡丹江
2018-01-26,2018-01-26,-18℃,-26℃,晴,西北风,4-5级,37,优,1,牡丹江
2018-01-27,2018-01-27,-14℃,-26℃,晴~多云,西北风,4-5级,58,良,2,牡丹江
2018-01-28,2018-01-28,-16℃,-27℃,晴,西北风,4-5级,67,良,2,牡丹江
2018-01-29,2018-01-29,-14℃,-27℃,晴,西北风,4-5级,50,优,1,牡丹江
2018-01-30,2018-01-30,-11℃,-24℃,阴~多云,西风,4-5级,63,良,2,牡丹江
2018-01-31,2018-01-31,-10℃,-24℃,多云,西风,4-5级,56,良,2,牡丹江
2018-01-07,2018-01-07,-11,-23,,,,,,,
2018-01-23,2018-01-23,,,,,,,,,
2018-02-01,2018-02-01,-16℃,-37℃,多云,西北风,3-4级,81,良,2,大兴安岭
2018-02-02,2018-02-02,-18℃,-39℃,多云,西北风,3-4级,71,良,2,大兴安岭
2018-02-03,2018-02-03,-15℃,-31℃,多云,西北风,3-4级,65,良,2,大兴安岭
2018-02-04,2018-02-04,-19℃,-42℃,多云,西北风,3-4级,71,良,2,大兴安岭
2018-02-05,2018-02-05,-16℃,-38℃,多云~晴,西北风,3-4级,54,良,2,大兴安岭
2018-02-06,2018-02-06,-14℃,-35℃,多云~晴,西北风,3-4级,68,良,2,大兴安岭
2018-02-07,2018-02-07,-15℃,-35℃,多云,西北风,3-4级,71,良,2,大兴安岭
2018-02-08,2018-02-08,-18℃,-37℃,多云,西北风,1-2级,50,优,1,大兴安岭
2018-02-09,2018-02-09,-19℃,-34℃,多云,西北风,3-4级,66,良,2,大兴安岭
2018-02-10,2018-02-10,-20℃,-32℃,多云~阵雪,西北风,3-4级,37,优,1,大兴安岭
2018-02-11,2018-02-11,-19℃,-34℃,多云,西北风,3-4级,39,优,1,大兴安岭
2018-02-12,2018-02-12,-16℃,-33℃,多云,西北风,4-5级,52,良,2,大兴安岭
2018-02-13,2018-02-13,-12℃,-32℃,晴,西北风,3-4级,49,优,1,大兴安岭
2018-02-14,2018-02-14,-11℃,-32℃,多云,西北风,3-4级,47,优,1,大兴安岭
2018-02-15,2018-02-15,-11℃,-24℃,阵雪,西北风,3-4级,38,优,1,大兴安岭
2018-02-16,2018-02-16,-12℃,-28℃,多云,西北风,3-4级,51,良,2,大兴安岭
2018-02-17,2018-02-17,-11℃,-28℃,晴,西北风,3-4级,39,优,1,大兴安岭
2018-02-18,2018-02-18,-10℃,-27℃,多云,西北风,3-4级,37,优,1,大兴安岭
2018-02-19,2018-02-19,-14℃,-25℃,晴,西北风,4-5级,38,优,1,大兴安岭
2018-02-20,2018-02-20,-13℃,-29℃,多云,西北风,4-5级,54,良,2,大兴安岭
2018-02-21,2018-02-21,-10℃,-27℃,阵雪~多云,西北风,1-2级,43,优,1,大兴安岭
2018-02-22,2018-02-22,-9℃,-30℃,多云,西北风,3-4级,48,优,1,大兴安岭
2018-02-23,2018-02-23,-11℃,-30℃,多云,西北风,1-2级,50,优,1,大兴安岭
2018-02-24,2018-02-24,-10℃,-26℃,多云,西北风,3-4级,41,优,1,大兴安岭
2018-02-25,2018-02-25,-9℃,-28℃,晴~多云,西风,3-4级,65,良,2,大兴安岭
2018-02-26,2018-02-26,-9℃,-29℃,多云,西北风,1-2级,70,良,2,大兴安岭
2018-02-27,2018-02-27,-6℃,-23℃,多云,南风,1-2级,74,良,2,大兴安岭
2018-02-28,2018-02-28,-11℃,-21℃,阵雪,东风,3-4级,59,良,2,大兴安岭
2018-02-27,2018-02-27,-13,-31,,,,,,,
2018-02-04,2018-02-04,,,,,,,,,
2018-02-01,2018-02-01,-14℃,-23℃,多云~阵雪,西风,1-2级,52,良,2,黑河
2018-02-02,2018-02-02,-16℃,-30℃,多云~阴,西北风,1-2级,38,优,1,黑河
2018-02-03,2018-02-03,-17℃,-31℃,晴,西北风,1-2级,34,优,1,黑河
2018-02-04,2018-02-04,-18℃,-28℃,多云,西北风,1-2级,28,优,1,黑河
2018-02-05,2018-02-05,-16℃,-30℃,多云~晴,西北风,1-2级,28,优,1,黑河
2018-02-06,2018-02-06,-15℃,-29℃,晴~多云,西北风,1-2级,37,优,1,黑河
2018-02-07,2018-02-07,-15℃,-28℃,晴,西北风,1-2级,34,优,1,黑河
2018-02-08,2018-02-08,-13℃,-25℃,晴~多云,西南风,1-2级,67,良,2,黑河
2018-02-09,2018-02-09,-15℃,-21℃,阵雪,西南风,1-2级,64,良,2,黑河
2018-02-10,2018-02-10,-16℃,-26℃,阵雪~多云,西北风,1-2级,38,优,1,黑河
2018-02-11,2018-02-11,-17℃,-23℃,阵雪,西北风,1-2级,30,优,1,黑河
2018-02-12,2018-02-12,-17℃,-27℃,多云,西北风,1-2级,31,优,1,黑河
2018-02-13,2018-02-13,-14℃,-25℃,多云~晴,西北风,1-2级,34,优,1,黑河
2018-02-14,2018-02-14,-12℃,-21℃,晴,西北风,1-2级,32,优,1,黑河
2018-02-15,2018-02-15,-11℃,-24℃,多云,西北风,1-2级,44,优,1,黑河
2018-02-16,2018-02-16,-13℃,-23℃,多云,西北风,3-4级,46,优,1,黑河
2018-02-17,2018-02-17,-12℃,-23℃,多云,西北风,3-4级,31,优,1,黑河
2018-02-18,2018-02-18,-11℃,-24℃,晴,西北风,1-2级,32,优,1,黑河
2018-02-19,2018-02-19,-10℃,-25℃,晴,西北风,1-2级,30,优,1,黑河
2018-02-20,2018-02-20,-10℃,-24℃,晴,西北风,1-2级,33,优,1,黑河
2018-02-21,2018-02-21,-13℃,-24℃,阵雪~阴,西风,1-2级,43,优,1,黑河
2018-02-22,2018-02-22,-12℃,-28℃,多云,西北风,1-2级,40,优,1,黑河
2018-02-23,2018-02-23,-12℃,-27℃,晴,西北风,1-2级,35,优,1,黑河
2018-02-24,2018-02-24,-12℃,-29℃,多云~晴,西北风,1-2级,33,优,1,黑河
2018-02-25,2018-02-25,-11℃,-27℃,晴,西风,1-2级,48,优,1,黑河
2018-02-26,2018-02-26,-12℃,-26℃,晴,西北风,1-2级,50,优,1,黑河
2018-02-27,2018-02-27,-11℃,-26℃,多云,西北风,1-2级,44,优,1,黑河
2018-02-28,2018-02-28,-8℃,-15℃,阴~小雪,东北风,3-4级,56,良,2,黑河
2018-02-28,2018-02-28,-13,-25,,,,,,,
2018-02-03,2018-02-03,,,,,,,,,
2018-02-01,2018-02-01,-12℃,-24℃,多云,西北风,3-4级,78,良,2,齐齐哈尔
2018-02-02,2018-02-02,-15℃,-25℃,多云,北风,1-2级,92,良,2,齐齐哈尔
2018-02-03,2018-02-03,-14℃,-29℃,多云,北风,1-2级,59,良,2,齐齐哈尔
2018-02-04,2018-02-04,-14℃,-25℃,多云~晴,北风,1-2级,80,良,2,齐齐哈尔
2018-02-05,2018-02-05,-14℃,-24℃,晴,西北风,1-2级,64,良,2,齐齐哈尔
2018-02-06,2018-02-06,-14℃,-27℃,晴,西风,3-4级,103,轻度污染,3,齐齐哈尔
2018-02-07,2018-02-07,-12℃,-25℃,晴,西北风,1-2级,148,轻度污染,3,齐齐哈尔
2018-02-08,2018-02-08,-9℃,-25℃,晴,西北风,1-2级,66,良,2,齐齐哈尔
2018-02-09,2018-02-09,-12℃,-22℃,阵雪~小到中雪,西南风,3-4级,86,良,2,齐齐哈尔
2018-02-10,2018-02-10,-12℃,-22℃,多云,西北风,4-5级,49,优,1,齐齐哈尔
2018-02-11,2018-02-11,-16℃,-27℃,多云,西北风,1-2级,36,优,1,齐齐哈尔
2018-02-12,2018-02-12,-13℃,-29℃,多云,西北风,3-4级,44,优,1,齐齐哈尔
2018-02-13,2018-02-13,-11℃,-23℃,多云,西北风,1-2级,51,良,2,齐齐哈尔
2018-02-14,2018-02-14,-8℃,-19℃,多云,西北风,1-2级,48,优,1,齐齐哈尔
2018-02-15,2018-02-15,-8℃,-19℃,多云~小雪,西北风,3-4级,51,良,2,齐齐哈尔
2018-02-16,2018-02-16,-8℃,-20℃,阵雪~多云,西风,3-4级,80,良,2,齐齐哈尔
2018-02-17,2018-02-17,-11℃,-23℃,晴~多云,西北风,3-4级,34,优,1,齐齐哈尔
2018-02-18,2018-02-18,-7℃,-20℃,晴,西北风,1-2级,36,优,1,齐齐哈尔
2018-02-19,2018-02-19,-8℃,-20℃,晴,西北风,1-2级,43,优,1,齐齐哈尔
2018-02-20,2018-02-20,-9℃,-22℃,多云,西北风,1-2级,37,优,1,齐齐哈尔
2018-02-21,2018-02-21,-6℃,-21℃,多云,西北风,1-2级,50,优,1,齐齐哈尔
2018-02-22,2018-02-22,-5℃,-16℃,多云,西北风,1-2级,48,优,1,齐齐哈尔
2018-02-23,2018-02-23,-7℃,-20℃,多云~晴,西北风,1-2级,85,良,2,齐齐哈尔
2018-02-24,2018-02-24,-8℃,-20℃,多云~晴,西北风,1-2级,61,良,2,齐齐哈尔
2018-02-25,2018-02-25,-6℃,-18℃,多云~晴,西风,1-2级,75,良,2,齐齐哈尔
2018-02-26,2018-02-26,-8℃,-19℃,多云,西南风,1-2级,94,良,2,齐齐哈尔
2018-02-27,2018-02-27,-6℃,-17℃,多云~阵雪,东风,3-4级,81,良,2,齐齐哈尔
2018-02-28,2018-02-28,-7℃,-17℃,阵雪~大雪,东风,3-4级,59,良,2,齐齐哈尔
2018-02-22,2018-02-22,-10,-22,,,,,,,
2018-02-12,2018-02-12,,,,,,,,,
2018-02-01,2018-02-01,-13℃,-25℃,多云~阵雪,西南风,3-4级,60,良,2,伊春
2018-02-02,2018-02-02,-12℃,-28℃,阵雪~阴,东南风,3-4级,63,良,2,伊春
2018-02-03,2018-02-03,-16℃,-32℃,多云,东北风,3-4级,56,良,2,伊春
2018-02-04,2018-02-04,-17℃,-32℃,多云~晴,北风,3-4级,43,优,1,伊春
2018-02-05,2018-02-05,-16℃,-33℃,晴,北风,3-4级,38,优,1,伊春
2018-02-06,2018-02-06,-14℃,-32℃,晴,西北风,3-4级,38,优,1,伊春
2018-02-07,2018-02-07,-13℃,-29℃,多云,西风,3-4级,43,优,1,伊春
2018-02-08,2018-02-08,-11℃,-25℃,晴,西南风,4-5级,62,良,2,伊春
2018-02-09,2018-02-09,-6℃,-18℃,阵雪,南风,4-5级,63,良,2,伊春
2018-02-10,2018-02-10,-14℃,-29℃,阵雪,西风,4-5级,68,良,2,伊春
2018-02-11,2018-02-11,-17℃,-32℃,阵雪,西风,3-4级,43,优,1,伊春
2018-02-12,2018-02-12,-17℃,-30℃,多云,西风,3-4级,47,优,1,伊春
2018-02-13,2018-02-13,-15℃,-28℃,多云,西风,3-4级,43,优,1,伊春
2018-02-14,2018-02-14,-10℃,-25℃,多云,西北风,4-5级,55,良,2,伊春
2018-02-15,2018-02-15,-9℃,-24℃,晴~多云,西风,4-5级,50,优,1,伊春
2018-02-16,2018-02-16,-10℃,-28℃,阵雪~多云,西北风,3-4级,76,良,2,伊春
2018-02-17,2018-02-17,-13℃,-27℃,晴,西风,3-4级,32,优,1,伊春
2018-02-18,2018-02-18,-9℃,-24℃,晴~多云,西风,3-4级,38,优,1,伊春
2018-02-19,2018-02-19,-9℃,-26℃,多云,西风,4-5级,50,优,1,伊春
2018-02-20,2018-02-20,-12℃,-27℃,晴,西风,4-5级,39,优,1,伊春
2018-02-21,2018-02-21,-9℃,-19℃,多云~小雪,东南风,4-5级,41,优,1,伊春
2018-02-22,2018-02-22,-10℃,-29℃,阵雪~多云,西北风,3-4级,49,优,1,伊春
2018-02-23,2018-02-23,-10℃,-28℃,多云,西北风,3-4级,43,优,1,伊春
2018-02-24,2018-02-24,-10℃,-28℃,晴~多云,西风,3-4级,37,优,1,伊春
2018-02-25,2018-02-25,-10℃,-26℃,多云~晴,南风,3-4级,41,优,1,伊春
2018-02-26,2018-02-26,-6℃,-26℃,晴,东风,3-4级,40,优,1,伊春
2018-02-27,2018-02-27,-8℃,-27℃,晴,东北风,3-4级,38,优,1,伊春
2018-02-28,2018-02-28,-6℃,-15℃,阵雪~大雪,东南风,3-4级,35,优,1,伊春
2018-02-26,2018-02-26,-12,-27,,,,,,,
2018-02-05,2018-02-05,,,,,,,,,
2018-02-01,2018-02-01,-13℃,-26℃,多云,南风,1-2级,79,良,2,鹤岗
2018-02-02,2018-02-02,-14℃,-25℃,阵雪~多云,东北风,1-2级,95,良,2,鹤岗
2018-02-03,2018-02-03,-13℃,-26℃,多云,北风,1-2级,103,轻度污染,3,鹤岗
2018-02-04,2018-02-04,-15℃,-26℃,多云,西北风,1-2级,38,优,1,鹤岗
2018-02-05,2018-02-05,-14℃,-26℃,多云~晴,西北风,3-4级,33,优,1,鹤岗
2018-02-06,2018-02-06,-11℃,-25℃,多云~晴,西北风,3-4级,35,优,1,鹤岗
2018-02-07,2018-02-07,-11℃,-24℃,晴,西风,3-4级,38,优,1,鹤岗
2018-02-08,2018-02-08,-10℃,-25℃,晴,西南风,1-2级,68,良,2,鹤岗
2018-02-09,2018-02-09,-6℃,-18℃,阵雪~多云,东风,1-2级,84,良,2,鹤岗
2018-02-10,2018-02-10,-11℃,-26℃,多云,西南风,3-4级,74,良,2,鹤岗
2018-02-11,2018-02-11,-15℃,-28℃,阵雪~多云,西风,3-4级,38,优,1,鹤岗
2018-02-12,2018-02-12,-15℃,-29℃,晴,西北风,3-4级,37,优,1,鹤岗
2018-02-13,2018-02-13,-12℃,-25℃,多云~晴,西南风,4-5级,39,优,1,鹤岗
2018-02-14,2018-02-14,-9℃,-23℃,多云~晴,西北风,3-4级,45,优,1,鹤岗
2018-02-15,2018-02-15,-6℃,-23℃,晴,西风,4-5级,43,优,1,鹤岗
2018-02-16,2018-02-16,-8℃,-26℃,阵雪~多云,东北风,3-4级,61,良,2,鹤岗
2018-02-17,2018-02-17,-11℃,-25℃,晴,西风,4-5级,30,优,1,鹤岗
2018-02-18,2018-02-18,-7℃,-20℃,晴~多云,西风,3-4级,41,优,1,鹤岗
2018-02-19,2018-02-19,-9℃,-24℃,多云,西风,3-4级,40,优,1,鹤岗
2018-02-20,2018-02-20,-11℃,-24℃,晴,西北风,4-5级,38,优,1,鹤岗
2018-02-21,2018-02-21,-7℃,-19℃,多云~小雪,西风,3-4级,41,优,1,鹤岗
2018-02-22,2018-02-22,-8℃,-24℃,小雪~多云,西风,3-4级,59,良,2,鹤岗
2018-02-23,2018-02-23,-10℃,-26℃,多云~晴,西北风,1-2级,51,良,2,鹤岗
2018-02-24,2018-02-24,-10℃,-28℃,多云~晴,西风,4-5级,52,良,2,鹤岗
2018-02-25,2018-02-25,-8℃,-27℃,晴,西风,1-2级,59,良,2,鹤岗
2018-02-26,2018-02-26,-7℃,-24℃,多云,西北风,1-2级,46,优,1,鹤岗
2018-02-27,2018-02-27,-6℃,-25℃,多云,西北风,3-4级,59,良,2,鹤岗
2018-02-28,2018-02-28,-8℃,-12℃,小雪~大雪,东风,3-4级,55,良,2,鹤岗
2018-02-27,2018-02-27,-10,-24,,,,,,,
2018-02-12,2018-02-12,,,,,,,,,
2018-02-01,2018-02-01,-10℃,-21℃,晴~多云,西南风,1-2级,93,良,2,大庆
2018-02-02,2018-02-02,-11℃,-23℃,多云,西风,3-4级,118,轻度污染,3,大庆
2018-02-03,2018-02-03,-13℃,-24℃,多云,西风,1-2级,45,优,1,大庆
2018-02-04,2018-02-04,-15℃,-24℃,晴,西北风,1-2级,53,良,2,大庆
2018-02-05,2018-02-05,-15℃,-23℃,晴,西北风,3-4级,53,良,2,大庆
2018-02-06,2018-02-06,-13℃,-22℃,晴,西风,1-2级,67,良,2,大庆
